ลำดับที่,MEMBER TYPE,CODE,NAME,CARD ID,ADDRESS,SUB DISTRICT,DISTRICT,PROVINCE,CONTACT,ROUTE,MOBILE,LINE,LOCATION,REMARK,BRANCH CODE,STATUS,Ref
1051,ซีเจ เอ็กซ์เพลส 4.5,CJ01006,หลุมดิน,,เลขที่ 94 หมู่ที่ 6 ตำบลหลุมดิน อำเภอเมืองราชบุรี จังหวัดราชบุรี 70000,,,,ราชบุรี,CJ01,063-843-1042,,"13.589559, 99.809276",,,Active,OLD
1052,ซีเจ เอ็กซ์เพลส 4.5,CJ01007,บ้านไร่,,เลขที่ 223/2 ถนนมนตรีสุริยวงศ์ ตำบลหน้าเมือง อำเภอเมืองราชบุรี จังหวัดราชบุรี 70000,,,,ราชบุรี,CJ01,081-944-3871,,"13.536721, 99.837743",,,Active,OLD
1053,ซีเจ เอ็กซ์เพลส 4.5,CJ01008,ดอนตะโก,,เลขที่ 252/7 หมู่ 3 ต.ดอนตะโก อ.เมืองราชบุรี จ.ราชบุรี 70000,,,,ราชบุรี,CJ01,081-9438472,,"13.522850, 99.815371",,,Active,OLD
1054,ซีเจ เอ็กซ์เพลส 4.5,CJ01009,เมืองทอง,,เลขที่ 99/4 ถ.สมบูรณ์กุล ต.หน้าเมือง อ.เมืองราชบุรี จ.ราชบุรี 70000,,,,ราชบุรี,CJ01,081-9445070,,"13.526757, 99.814854",,,Active,OLD
1055,ซีเจ เอ็กซ์เพลส 4.5,CJ01010,แยกต้นสำโรง,,เลขที่ 37/26 ถ.เจดีย์หัก ต.หน้าเมือง อ.เมืองราชบุรี จ.ราชบุรี 70000,,,,ราชบุรี,CJ01,081-3789174,,"13.541639, 99.808420",,,Active,OLD
1056,ซีเจ เอ็กซ์เพลส 4.5,CJ01011,เขาวัง,,เลขที่ 152 หมู่ 10 ต.เจดีย์หัก อ.เมืองราชบุรี จ.ราชบุรี 70000,,,,ราชบุรี,CJ01,081-9443917,,"13.527934, 99.789195",,,Active,OLD
1057,ซีเจ เอ็กซ์เพลส 4.5,CJ01012,เจดีย์หัก,,เลขที่ 225/3 หมู่ 11 ต.เจดีย์หัก อ.เมืองราชบุรี จ.ราชบุรี 70000,,,,ราชบุรี,CJ01,081-9443746,,"13.542621, 99.800279",,,Active,OLD
1058,ซีเจ เอ็กซ์เพลส 4.5,CJ01013,เขางู,,เลขที่ 240 หมู่ 5 ต.เจดีย์หัก อ.เมืองราชบุรี จ.ราชบุรี 70000,,,,ราชบุรี,CJ01,081-3782060,,"13.564415, 99.777874",,,Active,OLD
1059,ซีเจ เอ็กซ์เพลส 4.5,CJ01014,จอมบึง2,,เลขที่ 680 หมู่ 3 ต.จอมบึง อ.จอมบึง จ.ราชบุรี 70150,,,,ราชบุรี,CJ01,081-9443752,,"13.620839,99.596427",,,Active,OLD
1060,ซีเจ เอ็กซ์เพลส 4.5,CJ01015,จอมบึง 1,,เลขที่ 299/18 หมู่ 3 ต.จอมบึง อ.จอมบึง จ.ราชบุรี 70150,,,,ราชบุรี,CJ01,081-9443520,,"13.620983,99.593991",,,Active,OLD
1061,ซีเจ เอ็กซ์เพลส 4.5,CJ01016,ด่านทับตะโก,,เลขที่ 91 หมู่1 ต.ด่านทับตะโก อ.จอมบึง จ.ราชบุรี 70150,,,,ราชบุรี,CJ01,081-9432266,,"13.686761,99.453106",,,Active,OLD
1062,ซีเจ เอ็กซ์เพลส 4.5,CJ01017,ชัฎป่าหวาย,,เลขที่ 5/20 หมู่ 1 ต.ป่าหวาย อ.สวนผึ้ง จ.ราชบุรี 70180,,,,ราชบุรี,CJ01,081-9443968,,"13.548744,99.443480",,,Active,OLD
1063,ซีเจ เอ็กซ์เพลส 4.5,CJ01018,สวนผึ้ง,,เลขที่ 140/3 หมู่1 ต.สวนผึ้ง อ.สวนผึ้ง จ.ราชบุรี 70180,,,,ราชบุรี,CJ01,081-3781331,,"13.543470,99.338730",,,Active,OLD
1064,ซีเจ เอ็กซ์เพลส 4.5,CJ01019,บ้านคา,,เลขที่ 43/7 หมู่ 1 ต.บ้านคา อ.บ้านคา จ.ราชบุรี 70180,,,,ราชบุรี,CJ01,081-3781610,,"13.428628,99.408123",,,Active,OLD
1065,ซีเจ เอ็กซ์เพลส 4.5,CJ01020,ห้วยชินสีห์,,เลขที่ 143/4 หมู่7 ต.อ่างทอง อ.เมือง จ.ราชบุรี 70000,,,,ราชบุรี,CJ01,081-9447815,,"13.456400, 99.796680",,,Active,OLD
1066,ซีเจ เอ็กซ์เพลส 4.5,CJ01021,ตลาดนัดบ้านนา,,เลขที่ 245 หมู่ที่ 1 ตำบลโพรงมะเดื่อ อำเภอเมืองนครปฐม จังหวัดนครปฐม 73000,,,,นครปฐม,CJ01,095-384-5621,,"13.817441, 99.999547",,,Active,OLD
1067,ซีเจ เอ็กซ์เพลส 4.5,CJ02001,บึงกระจับ,,เลขที่ 24/12  หมู่ที่ 5  ตำบลหนองอ้อ  อำเภอบ้านโป่ง  จังหวัดราชบุรี  70110,,,,ราชบุรี,CJ02,064-148-0926,,"13.800865, 99.919478",,,Active,OLD
1068,ซีเจ เอ็กซ์เพลส 4.5,CJ02002,โป่งดุสิต,,เลขที่ 110/19 ถ.หลังสถานี ต.บ้านโป่ง อ.บ้านโป่ง จ.ราชบุรี 70110,,,,ราชบุรี,CJ02,081-9951672,,"13.808028, 99.874120",,,Active,OLD
1069,ซีเจ เอ็กซ์เพลส 4.5,CJ02003,ปากแรต,,เลขที่ 13/17 ถ.ค่ายหลวง ต.บ้านโป่ง อ.บ้านโป่ง จ.ราชบุรี 70110,,,,ราชบุรี,CJ02,081-9418338,,"13.818233, 99.866609",,,Active,OLD
1070,ซีเจ เอ็กซ์เพลส 4.5,CJ02004,เบิกไพร,,เลขที่ 86/17-19 หมู่6 ต.เบิกไพร อ.บ้านโป่ง จ.ราชบุรี 70110,,,,ราชบุรี,CJ02,081-8562266,,"13.829842, 99.863405",,,Active,OLD
1071,ซีเจ เอ็กซ์เพลส 4.5,CJ02005,ไผ่สามเกาะ,,เลขที่ 127 หมู่ 17 ต.เขาขลุง อ.บ้านโป่ง จ.ราชบุรี 70110,,,,ราชบุรี,CJ02,092-250-6437,,"13.802796, 99.712918",,,Active,OLD
1072,ซีเจ เอ็กซ์เพลส 4.5,CJ02006,เขาขวาง,,เลขที่ 163 หมู่6 ต.นางแก้ว อ.โพธาราม จ.ราชบุรี 70120,,,,ราชบุรี,CJ02,081-8309535,,"13.713174, 99.768487",,,Active,OLD
1073,ซีเจ เอ็กซ์เพลส 4.5,CJ02007,ท่าชุมพล,,เลขที่ 253 หมู่ที่ 2 ตำบลท่าชุมพล อำเภอโพธาราม จังหวัดราชบุรี 70120,,,,ราชบุรี,CJ02,064-6268148,,"13.696858, 99.844441",,,Active,OLD
1074,ซีเจ เอ็กซ์เพลส 4.5,CJ02008,ท่าวัด,,เลขที่ 18 ถ.ท่าวัด ต.โพธาราม อ.โพธาราม จ.ราชบุรี 70120,,,,ราชบุรี,CJ02,081-9443631,,"13.695439, 99.849568",,,Active,OLD
1075,ซีเจ เอ็กซ์เพลส 4.5,CJ02009,ตลาดโพธาราม,,เลขที่ 209 ถนนโชคชัย ตำบลโพธาราม อำเภอโพธาราม จังหวัดราชบุรี 70120,,,,ราชบุรี,CJ02,064-3017502,,"13.692877, 99.847663",,,Active,OLD
1076,ซีเจ เอ็กซ์เพลส 4.5,CJ02010,บ้านฆ้อง,,เลขที่ 121/1 หมู่ 2 ต.บ้านฆ้อง อ.โพธาราม จ.ราชบุรี 70120,,,,ราชบุรี,CJ02,081-3789107,,"13.687435, 99.869299",,,Active,OLD
1077,ซีเจ เอ็กซ์เพลส 4.5,CJ02011,บางแพ,,เลขที่ 167/5 หมู่ 5 ต.บางแพ อ.บางแพ จ.ราชบุรี 70160,,,,ราชบุรี,CJ02,081-9443927,,"13.690181, 99.931162",,,Active,OLD
1078,ซีเจ เอ็กซ์เพลส 4.5,CJ02012,บ้านไร่ชาวเหนือ,,เลขที่ 351 หมู่ 4 ต.บ้านไร่ อ.ดำเนินสะดวก จ.ราชบุรี 70130,,,,ราชบุรี,CJ02,081-3782871,,"13.602446, 99.907890",,,Active,OLD
1079,ซีเจ เอ็กซ์เพลส 4.5,CJ02013,โพหัก,,เลขที่ 192 หมู่ 3 ต.โพหัก อ.บางแพ จ.ราชบุรี 70160,,,,ราชบุรี,CJ02,081-9445018,,"13.641341,100.018823",,,Active,OLD
1080,ซีเจ เอ็กซ์เพลส 4.5,CJ02014,ประสาทสิทธิ์,,เลขที่ 413 หมู่ 5 ต.ประสาทสิทธิ์ อ.ดำเนินสะดวก จ.ราชบุรี 70130,,,,ราชบุรี,CJ02,081-9950648,,"13.552306,100.039520",,,Active,OLD
1081,ซีเจ เอ็กซ์เพลส 4.5,CJ02015,ดอนกรวย,,เลขที่ 107/6 หมู่ที่ 5  ตำบลดอนกรวย  อำเภอดำเนินสะดวก  จังหวัดราชบุรี  70130,,,,ราชบุรี,CJ02,097-0755873,,"13.590950,99.964082",,,Active,OLD
1082,ซีเจ เอ็กซ์เพลส 4.5,CJ02016,ดำเนิน 1,,เลขที่ 162 หมู่ 4 ต.ท่านัด อ.ดำเนินสะดวก จ.ราชบุรี 70130,,,,ราชบุรี,CJ02,081-9443869,,"13.532249,99.967158",,,Active,OLD
1083,ซีเจ เอ็กซ์เพลส 4.5,CJ02017,ตลาดน้ำดำเนิน2,,เลขที่ 399 หมู่9 ต.ดำเนินสะดวก อ.ดำเนินสะดวก จ.ราชบุรี 70130,,,,ราชบุรี,CJ02,089-8373331,,"13.523029,99.970403",,,Active,OLD
1084,ซีเจ เอ็กซ์เพลส 4.5,CJ02018,วัดเพลง,,เลขที่ 59/1 หมู่ 5 ต.วัดเพลง อำภอวัดเพลง จ.ราชบุรี 70170,,,,ราชบุรี,CJ02,081-9818496,,"13.451472, 99.886100",,,Active,OLD
1085,ซีเจ เอ็กซ์เพลส 4.5,CJ02019,ปากท่อ1,,เลขที่ 399  หมู่ที่ 1  ตำบลปากท่อ  อำเภอปากท่อ  จังหวัดราชบุรี  70140,,,,ราชบุรี,CJ02,092-2500460,,"13.372832, 99.845376",,,Active,OLD
1086,ซีเจ เอ็กซ์เพลส 4.5,CJ02020,ปากท่อ3,,เลขที่ 404 หมู่ 4 ต.ดอนทราย อ.ปากท่อ จ.ราชบุรี 70140,,,,ราชบุรี,CJ02,081-2991057,,"13.366631, 99.822368",,,Active,OLD
1087,ซีเจ เอ็กซ์เพลส 4.5,CJ02021,ปากท่อ2,,เลขที่ 134/1 หมู่ 4 ต.ดอนทราย อ.ปากท่อ จ.ราชบุรี 70140,,,,ราชบุรี,CJ02,081-3782853,,"13.367140, 99.824088",,,Active,OLD
1088,ซีเจ เอ็กซ์เพลส 4.5,CJ03001,สนามจันทร์,,เลขที่ 51/3 ถ.สนามจันทร์ ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ03,098-261-2413,,"13.810694,100.041898",,,Active,OLD
1089,ซีเจ เอ็กซ์เพลส 4.5,CJ03002,เหนือวัง,,เลขที่ 18 ถ.ข้างวัง ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ03,081-9443960,,"13.823878, 100.048249",,,Active,OLD
1090,ซีเจ เอ็กซ์เพลส 4.5,CJ03003,สวนตะไคร้,,เลขที่ 41/2 ถ.สวนตะไคร้ ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ03,081-9445029,,"13.827916, 100.042324",,,Active,OLD
1091,ซีเจ เอ็กซ์เพลส 4.5,CJ03004,ลำพยา,,เลขที่ 35/1 หมู่ 3 ต.ลำพยา อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ03,081-3781953,,"13.823159, 100.029496",,,Active,OLD
1092,ซีเจ เอ็กซ์เพลส 4.5,CJ03005,โพรงมะเดื่อ,,เลขที่ 18/23 หมู่ที่ 14 ตำบลโพรงมะเดื่อ อำเภอเมืองนครปฐม จังหวัดนครปฐม 73000,,,,นครปฐม,CJ03,061-384-1236,,"13.870718, 99.956489",,,Active,OLD
1093,ซีเจ เอ็กซ์เพลส 4.5,CJ03006,วัดลาดหญ้าไทร,,177  หมู่ที่ 10  ตำบลห้วยขวาง  อำเภอกำแพงแสน จังหวัดนครปฐม  73140,,,,นครปฐม,CJ03,084-109-1976,,"13.912087, 100.015257",,,Active,OLD
1094,ซีเจ เอ็กซ์เพลส 4.5,CJ03007,หนองงูเหลือม,,ตำบลบางแม่นาง อำเภอบางใหญ่ จังหวัดนนทบุรี 11140,,,,นครปฐม,CJ03,095-384-7827,,"13.915508, 99.963687",,,Active,OLD
1095,ซีเจ เอ็กซ์เพลส 4.5,CJ03008,ห้วยกระบอก,,เลขที่ 117/12 หมู่ 9 ต.กรับใหญ่ อ.บ้านโป่ง จ.ราชบุรี 70110,,,,ราชบุรี,CJ03,081-7050550,,"13.949737, 99.881458",,,Active,OLD
1096,ซีเจ เอ็กซ์เพลส 4.5,CJ03009,กำแพงแสน,,เลขที่ 244 หมู่ 1 ต.กำแพงแสน อ.กำแพงแสน จ.นครปฐม 73140,,,,นครปฐม,CJ03,081-9443935,,"14.002666, 99.991010",,,Active,OLD
1097,ซีเจ เอ็กซ์เพลส 4.5,CJ03010,PT สาขาพนมทวน,,เลขที่315 ม.3 ตำบลกำแพงแสน อำเภอกำแพงแสน นครปฐม 73140,,,,นครปฐม,CJ03,089-8150770,,"14.006169, 99.985433",,,Active,OLD
1098,ซีเจ เอ็กซ์เพลส 4.5,CJ03011,PT สาขาหน้าม.เกษตร,,เลขที่9/9 ตำบลกำแพงแสน อำเภอกำแพงแสน นครปฐม 73140,,,,นครปฐม,CJ03,,,"14.010074, 99.989214",,,Active,OLD
1099,ซีเจ เอ็กซ์เพลส 4.5,CJ03012,PT สาขาสระสี่มุม,,เลขที่18 หมู่12 ตำบลสระสี่มุม อำเภอกำแพงแสน จ.นครปฐม 73140,,,,นครปฐม,CJ03,081-8073001,,"14.074766, 99.988529",,,Active,OLD
1100,ซีเจ เอ็กซ์เพลส 4.5,CJ03013,PT สาขาสระพัฒนา,,เลขที่12/1 หมู่2 ตำบลสระพัฒนา อำเภอกำแพงแสน จ.นครปฐม 73140,,,,นครปฐม,CJ03,085-4883137,,"14.078859, 100.012584",,,Active,OLD
1101,ซีเจ เอ็กซ์เพลส 4.5,CJ03014,สระพัฒนา,,เลขที่ 27 หมู่ที่ 2 ตำบลสระพัฒนา อำเภอกำแพงแสน จังหวัดนครปฐม 73140,,,,นครปฐม,CJ03,064-159-0947,,"14.080774, 100.018419",,,Active,OLD
1102,ซีเจ เอ็กซ์เพลส 4.5,CJ03015,บางหลวง,,เลขที่ 238 หมู่ 6 ต.บางหลวง อ.บางเลน จ.นครปฐม 73130,,,,นครปฐม,CJ03,081-2991034,,"14.119822,100.117232",,,Active,OLD
1103,ซีเจ เอ็กซ์เพลส 4.5,CJ03016,บางเลน,,เลขที่ 518 หมู่ที่ 8 ตำบลบางเลน อำเภอบางเลน จังหวัดนครปฐม 73130,,,,นครปฐม,CJ03,064-148-2849,,"14.018669,100.174422",,,Active,OLD
1104,ซีเจ เอ็กซ์เพลส 4.5,CJ03017,ตลาดโรงยาง,,เลขที่ 216 หมู่ที่ 13 ตำบลบางปลา อำเภอบางเลน จังหวัดนครปฐม 73130,,,,นครปฐม,CJ03,097-075-9705,,"13.982790, 100.163980",,,Active,OLD
1105,ซีเจ เอ็กซ์เพลส 4.5,CJ03018,นราภิรมย์,,เลขที่ 229 หมู่ที่ 3 ตำบลนราภิรมย์ อำเภอบางเลน จังหวัดนครปฐม 73130,,,,นครปฐม,CJ03,064-159-1013,,"13.923118, 100.256020",,,Active,OLD
1106,ซีเจ เอ็กซ์เพลส 4.5,CJ03019,ศาลายา,,เลขที่ 179/10 หมู่ 5 ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170,,,,นครปฐม,CJ03,081-9415552,,"13.830107, 100.311567",,,Active,OLD
1107,ซีเจ เอ็กซ์เพลส 4.5,CJ03020,ห้วยพลู,,เลขที่ 278/1 หมู่ 1 ต.ห้วยพลู อ.นครชัยศรี จ.นครปฐม 73120,,,,นครปฐม,CJ03,081-9443498,,"13.868306, 100.209301",,,Active,OLD
1108,ซีเจ เอ็กซ์เพลส 4.5,CJ03021,บางพระ,,เลขที่ 28/41 หมู่ 1 ต.บางพระ อ.นครชัยศรี จ.นครปฐม 73120,,,,นครปฐม,CJ03,081-3780433,,"13.897446, 100.210482",,,Active,OLD
1109,ซีเจ เอ็กซ์เพลส 4.5,CJ03022,บ้านหลวง,,เลขที่ 16/1  หมู่ที่ 4  ตำบลดอนพุทรา อำเภอดอนตูม  จังหวัดนครปฐม  73150,,,,นครปฐม,CJ03,097-279-0875,,"13.919372, 100.145805",,,Active,OLD
1110,ซีเจ เอ็กซ์เพลส 4.5,CJ03023,ดอนตูม,,เลขที่ 186 หมู่ 1 ต.สามง่าม อ.ดอนตูม จ.นครปฐม 73150,,,,นครปฐม,CJ03,081-9443563,,"13.959943, 100.079006",,,Active,OLD
1111,ซีเจ เอ็กซ์เพลส 4.5,CJ03024,วัดตาก้อง,,เลขที่ 147/2 หมู่ที่ 10 ตำบลตาก้อง อำเภอเมืองนครปฐม จังหวัดนครปฐม 73000,,,,นครปฐม,CJ03,064-159-0965,,"13.887479, 100.058540",,,Active,OLD
1112,ซีเจ เอ็กซ์เพลส 4.5,CJ04001,ห้วยจรเข้,,เลขที่ 19/1 หมู่ 6 ต.ห้วยจรเข้ อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ04,081-3782876,,"13.800675, 100.067141",,,Active,OLD
1113,ซีเจ เอ็กซ์เพลส 4.5,CJ04002,ทุ่งพระเมรุ,,เลขที่ 241 ถ.ทวาราวดี ต.ห้วยจรเข้ อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ04,081-3783170,,"13.814107, 100.065822",,,Active,OLD
1114,ซีเจ เอ็กซ์เพลส 4.5,CJ04003,วัดไผ่ล้อม,,เลขที่ 18/2 ถ.ไผ่เตย ต.ห้วยจรเข้ อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ04,081-3789137,,"13.817935, 100.068770",,,Active,OLD
1115,ซีเจ เอ็กซ์เพลส 4.5,CJ04004,ต้นสน,,เลขที่ 44 ถ.ราชดำเนิน ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ04,081-9443926,,"13.819742, 100.055996",,,Active,OLD
1116,ซีเจ เอ็กซ์เพลส 4.5,CJ04005,ประปานาสร้าง,,เลขที่ 9/1 ถ.นาสร้าง ต.นครปฐม อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ04,081-8568240,,"13.827197, 100.052780",,,Active,OLD
1117,ซีเจ เอ็กซ์เพลส 4.5,CJ04006,สี่แยกวัดกลาง,,เลขที่ 16 ถ.ถวิลราษฎรบูรณะ ต.บ่อพลับ อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ04,098-261-2421,,"13.827173, 100.063997",,,Active,OLD
1118,ซีเจ เอ็กซ์เพลส 4.5,CJ04007,บ่อพลับ,,เลขที่ 383 ถ.ทหารบก ต.บ่อพลับ อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ04,081-3780912,,"13.826830, 100.065348",,,Active,OLD
1119,ซีเจ เอ็กซ์เพลส 4.5,CJ04008,หน้าวัดสามกระบือเผือก,,เลขที่ 5/7 หมู่ 4 ต.สามควายเผือก อ.เมืองงนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ04,081-2990347,,"13.829049, 100.105077",,,Active,OLD
1120,ซีเจ เอ็กซ์เพลส 4.5,CJ04009,พุทธมณฑลสาย7,,เลขที่ 59/54 หมู่ 2 ต.ท่าตลาด อ.สามพราน จ.นครปฐม 73110,,,,นครปฐม,CJ04,081-2990355,,"13.748660, 100.229759",,,Active,OLD
1121,ซีเจ เอ็กซ์เพลส 4.5,CJ04010,วัดไร่ขิง,,เลขที่ 69/28 หมู่6 ต.ท่าตลาด อ.สามพราน จ.นครปฐม 73110,,,,นครปฐม,CJ04,081-9440935,,"13.742176, 100.255493",,,Active,OLD
1122,ซีเจ เอ็กซ์เพลส 4.5,CJ04011,ดอนหวาย,,เลขที่ 4/2  หมู่ที่ 5  ตำบลบางกระทึก  อำเภอสามพราน  จังหวัดนครปฐม  73210,,,,นครปฐม,CJ04,064-228-6532,,"13.769038, 100.286164",,,Active,OLD
1123,ซีเจ เอ็กซ์เพลส 4.5,CJ04012,นครชื่นชุ่ม,,เลขที่ 168/5  หมู่ที่ 7  ตำบลกระทุ่มล้ม อำเภอสามพราน  จังหวัดนครปฐม  73220,,,,นครปฐม,CJ04,064-795-7819,,"13.745790, 100.328162",,,Active,OLD
1124,ซีเจ เอ็กซ์เพลส 4.5,CJ04013,ซอยไวไว,,เลขที่ 6/256 หมู่ที่ 7 ตำบลไร่ขิง อำเภอสามพราน จังหวัดนครปฐม 73210,,,,นครปฐม,CJ04,064-5704587,,"13.721845, 100.277553",,,Active,OLD
1125,ซีเจ เอ็กซ์เพลส 4.5,CJ04014,เทียนดัด 2,,เลขที่ 43/10 หมู่ 1 ต.บ้านใหม่ อ.สามพราน จ.นครปฐม 73110,,,,นครปฐม,CJ04,081-378-2843,,"13.702504, 100.245671",,,Active,OLD
1126,ซีเจ เอ็กซ์เพลส 4.5,CJ04015,เทียนดัด,,เลขที่ 99/5 หมู่1 ต.บ้านใหม่ อ.สามพราน จ.นครปฐม 73110,,,,นครปฐม,CJ04,081-736-3838,,"13.700539, 100.243253",,,Active,OLD
1127,ซีเจ เอ็กซ์เพลส 4.5,CJ04016,สามพราน,,เลขที่ 236/9 หมู่ 8 ต.สามพราน อ.สามพราน จ.นครปฐม 73110,,,,นครปฐม,CJ04,081-9443506,,"13.725439, 100.214126",,,Active,OLD
1128,ซีเจ เอ็กซ์เพลส 4.5,CJ04017,แยกอนุสาวรีย์,,เลขที่ 29/64 หมู่ 1 ต.ท่าตลาด อ.สามพราน จ.นครปฐม 73110,,,,นครปฐม,CJ04,081-9443583,,"13.742674, 100.215094",,,Active,OLD
1129,ซีเจ เอ็กซ์เพลส 4.5,CJ04018,คลองใหม่,,เลขที่ 127/2 หมู่ที่ 7  ตำบลคลองใหม่ อำเภอสามพราน จังหวัดนครปฐม 73110,,,,นครปฐม,CJ04,061-012-6564,,"13.748790, 100.198496",,,Active,OLD
1130,ซีเจ เอ็กซ์เพลส 4.5,CJ04019,ซอยวัดไทร(นครปฐม),,เลขที่ 20/4 หมู่ 4 ต.ท่าตำหนัก อ.นครชัยศรี จ.นครปฐม 73120,,,,นครปฐม,CJ04,081-2990605,,"13.755696, 100.157452",,,Active,OLD
1131,ซีเจ เอ็กซ์เพลส 4.5,CJ04020,ห้วยตะโก,,เลขที่ 71/3 หมู่ที่ 2 ตำบลพะเนียด อำเภอนครชัยศรี จังหวัดนครปฐม 73120,,,,นครปฐม,CJ04,097-2791042,,"13.798005, 100.130866",,,Active,OLD
1132,ซีเจ เอ็กซ์เพลส 4.5,CJ04021,โคกพระ,,เลขที่ 43/4 หมู่ที่ 4 ตำบลบางระกำ อำเภอนครชัยศรี จังหวัดนครปฐม 73120,,,,นครปฐม,CJ04,064-268-8131,,"13.747511, 100.122112",,,Active,OLD
1133,ซีเจ เอ็กซ์เพลส 4.5,CJ04022,ดอนยายหอม,,เลขที่ 262/4 หมู่ 3 ต.ดอนยายหอม อ.เมืองนครปฐม จ.นครปฐม 73000,,,,นครปฐม,CJ04,081-3780461,,"13.737228, 100.082070",,,Active,OLD
1134,ซีเจ เอ็กซ์เพลส 4.5,CJ04023,ตลาดจินดา,,เลขที่ 145 หมู่ที่ 2 ตำบลตลาดจินดา อำเภอสามพราน จังหวัดนครปฐม 73110,,,,นครปฐม,CJ04,061-012-6457,,"13.681746, 100.087174",,,Active,OLD
1135,ซีเจ เอ็กซ์เพลส 4.5,VP08043,ซีเจ,***,,,,,,VP08,*****,,,,**,Inactive,OLD
1136,ซีเจ เอ็กซ์เพลส 4.5,VP08044,CJ,***,,,,,,VP08,*****,,,,**,Inactive,OLD
1137,อเมซอน 20,VP06030,อเมซอน 3ควายเผือก,,M62-63,,,,คุณกชพร,VP06,086-4495163,,"13.828992,100.704521",,,Active,OLD
1138,อเมซอน 20,VP06031,อเมซอน ปะปา,,M62-26,,,,คุณธนดล,VP06,087-0285996,,"13.830619,100.052151",,,Active,OLD
1139,อเมซอน 20,VP08013,SC2603 อเมซอน โลตัส กพส.,-,A63-16,,,,,VP08,098-4537624,,"13.992146,99.997028",,-,Active,OLD
1140,อเมซอน 20,VP08021,อเมซอน ดอนตูม,,A61-08M61-05E63-01,,,,คุณดารารัตน์,VP08,086-4151636,,"13.576163,100.048153",,,Active,OLD
1141,อเมซอน 20,VP08033,อเมซอน ปตท กำแพงแสน,,,,,,,VP08,,,"14.0039123,99.9912522",,,Active,OLD
1142,อเมซอน 20,VP09002,บ.มณฑล (อมซ.ทหารบก),,"A61-16,S61-37",,,,,VP09,081-7028889,,"13.827351,100.07917",,,Active,OLD
1143,อเมซอน 20,VP09003,อเมซอล ต้นสน,,,,,,คุณกาย,VP09,094-9156886,,"13.819693,100.055832",,,Active,OLD
1144,อเมซอน 20,VP09004,อเมซอน สิรินธร,,,,,,,VP09,084-0003000,,"13.804066,100.047484",,,Active,OLD
1145,อเมซอน 20,VP09005,อเมซอน บิ๊กซี,,,,,,,VP09,097-1155261,,"13.8123027,100.0739088",,,Active,OLD
1146,อเมซอน 20,VP09048,อเมซอน ปตท ข้างแมคโคร,,,,,,คุณต้น,VP09,093-1599919,,"13.80426778,100.00716736",,,Active,OLD
1147,อเมซอน 20,VP08039,อเมซอน หน้า ม.เกษตร,xxxxxxxxxxxxx,,,,,,VP08,-,,"14.0211184,99.991994",,xxxx,Active,OLD
1148,อเมซอน 20,VP09057,อเมซอน,**********,,,,,,VP09,*****,,,,**,Inactive,OLD
1149,อเมซอน 25,VP08012,อเมซอน ตลาดกำแพงแสน,,,,,,,VP08,065-4969978,,"14.0039,99.991243",,,Active,OLD
1150,อเมซอน 25,VP08026,อินทนิน ดอนตูม,*******,,,,,,VP08,092-7106597,,"13.574309,100.045769",,******,Active,OLD
1151,ขายปลีก 12.5,VP10025,สุนทรีย์ออยล์,xxxxxxxxxxxxx,,,,,,VP10,-,,,,xxxx,Active,OLD
1152,ขายปลีก202015,VP10011,โกอ๋อง ของชำ+ข้าวมันไก่,-,,,,,คุณอ๋อง,VP10,080-5592595,,"13.883870,100.054338",,-,Active,OLD
1153,ขายปลีก202017.5,VP10003,หนุงหนิงกาแฟ,-,,,,,คุณหนิง,VP10,080-0629664,,"13.855892,100.070928",,-,Active,OLD
1154,ขายปลีก202017.5,VP10023,ป้าตุ๊ก ของชำ,-,C65-15,,,,คุณเบญจพานี,VP10,086-1789780,,"13.898377,100.120280",,-,Active,OLD
1155,ขายปลีกM35K17,VP07008,ร้านพี่เชต,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.83925352,100.02836324",,xxxxx,Active,OLD
1156,ขายปลีกM35K17,VP07009,มะลิ-สมชาย,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.83919271,100.02839142",,xxxxx,Active,OLD
1157,ขายปลีกM35K17,VP07010,เจ้เพ,xxxxxxxxxxxxx,,,,,คุณไร,VP07,xxxxxxxxxxxx,,"13.7954,100.0715",,xxxxx,Active,OLD
